date,crop,region,season,pest,temperature,humidity,rainfall,wind_speed,soil_moisture,soil_ph,soil_type,nitrogen,phosphorus,potassium,weather_condition,irrigation_method,previous_crop,days_since_planting,plant_density,pest_presence,severity,recommended_treatment
2022-01-09,Cotton,East,Winter,Cutworms,24.3,74.3,88.5,18.4,38.0,7.6,Clay,25.5,74.0,232.7,Sunny,None,Cotton,75,46086,1,10,Immediate pesticide application recommended
2021-05-14,Rice,Southeast,Autumn,Thrips,18.1,48.5,63.2,20.2,23.1,5.6,Silt,125.5,69.6,70.9,Sunny,Furrow,Soybean,61,76497,1,10,Immediate pesticide application recommended
2021-11-29,Barley,Northwest,Autumn,Root Knot Nematodes,31.6,92.7,65.8,18.0,52.1,5.0,Peat,15.2,18.8,177.8,Windy,Sprinkler,Tomato,143,33215,1,5,Monitor closely and consider treatment
2024-11-30,Barley,South,Autumn,Hessian Fly,35.6,93.5,83.6,10.4,31.6,6.2,Sandy,71.5,42.3,68.7,Windy,Flood,Soybean,140,41279,1,9,Immediate pesticide application recommended
2022-03-14,Maize,Southwest,Summer,Aphids,17.0,36.1,81.8,1.1,60.7,8.5,Silt,123.5,73.7,159.7,Stormy,Furrow,Sugarcane,92,33607,1,10,Immediate pesticide application recommended
2020-01-01,Potato,Northwest,Spring,Armyworms,32.8,78.7,83.5,14.5,42.1,6.4,Clay,60.5,8.2,217.8,Dry,Drip,Maize,147,25401,1,10,Immediate pesticide application recommended
2024-10-08,Wheat,North,Summer,Flea Beetles,33.7,46.3,120.5,14.2,72.1,5.9,Silt,162.2,72.6,53.6,Windy,Furrow,Sugarcane,33,50572,1,10,Immediate pesticide application recommended
2024-03-15,Wheat,Southwest,Winter,Japanese Beetles,28.3,49.8,104.4,16.2,53.5,5.3,Chalky,36.2,57.4,95.3,Rainy,None,Rice,110,29413,1,9,Immediate pesticide application recommended
2020-07-12,Potato,Southeast,Autumn,Aphids,18.6,78.2,54.5,20.4,20.2,6.8,Chalky,169.1,15.1,256.9,Cloudy,None,Soybean,51,43230,1,9,Immediate pesticide application recommended
2024-12-24,Rice,East,Summer,Corn Borers,19.0,73.8,35.3,4.1,54.0,5.4,Sandy,98.4,65.4,174.9,Rainy,Flood,Barley,126,41475,1,10,Immediate pesticide application recommended
2022-06-15,Maize,Northwest,Spring,Wireworms,29.0,48.0,76.4,11.6,25.8,6.9,Silt,14.3,62.5,255.4,Stormy,Furrow,Rice,106,30958,1,7,Monitor closely and consider treatment
2023-09-24,Maize,West,Summer,Whiteflies,38.4,34.0,58.7,26.8,76.4,6.6,Clay,102.8,65.4,151.9,Sunny,Drip,Potato,21,27574,1,7,Monitor closely and consider treatment
2024-11-19,Potato,Central,Autumn,Stem Borers,27.0,36.6,10.3,15.3,53.4,7.3,Peat,180.0,82.5,85.2,Sunny,Sprinkler,Soybean,106,37388,1,10,Immediate pesticide application recommended
2021-11-22,Rice,Northwest,Autumn,Aphids,36.1,52.5,39.5,16.6,30.9,6.2,Peat,23.1,99.2,127.3,Humid,Sprinkler,Rice,43,33430,1,10,Immediate pesticide application recommended
2024-03-02,Rice,Northeast,Summer,Japanese Beetles,22.7,86.0,50.7,3.2,30.6,6.1,Silt,146.5,21.1,129.2,Dry,Furrow,Maize,36,74855,1,10,Immediate pesticide application recommended
2022-05-20,Soybean,South,Spring,Hessian Fly,19.2,55.0,136.0,4.2,63.6,5.2,Loam,69.2,85.5,161.2,Humid,Drip,Soybean,37,44888,1,10,Immediate pesticide application recommended
2023-11-11,Tomato,Southeast,Winter,Whiteflies,35.5,82.3,65.8,27.1,50.2,7.9,Peat,50.6,25.0,238.6,Windy,None,Maize,58,59946,1,10,Immediate pesticide application recommended
2025-04-23,Barley,East,Winter,Whiteflies,25.0,46.8,10.2,6.1,79.7,5.8,Clay,40.3,71.2,200.5,Humid,Sprinkler,Tomato,84,65599,1,10,Immediate pesticide application recommended
2025-08-05,Sugarcane,West,Autumn,Spider Mites,27.5,41.5,38.0,29.6,61.0,7.7,Chalky,15.7,41.3,188.8,Rainy,Drip,Rice,46,24350,1,9,Immediate pesticide application recommended
2020-09-17,Rice,Central,Autumn,Cutworms,30.9,66.0,127.4,9.4,29.9,8.0,Sandy,52.1,75.9,97.8,Rainy,Flood,Cotton,70,20494,1,10,Immediate pesticide application recommended
2025-10-07,Sugarcane,Northeast,Autumn,White Grubs,18.3,59.7,6.5,1.9,18.8,5.9,Loam,152.4,9.6,295.9,Sunny,None,Soybean,75,43647,1,3,Preventive measures recommended
2021-09-28,Rice,Central,Autumn,Cutworms,30.1,31.3,14.0,3.0,56.5,6.2,Clay,93.1,95.2,100.0,Stormy,Drip,Maize,19,61936,1,8,Immediate pesticide application recommended
2022-06-13,Tomato,Southwest,Winter,Aphids,18.6,56.7,100.4,7.3,71.3,6.3,Silt,187.5,51.8,231.7,Windy,Drip,Barley,119,21453,1,10,Immediate pesticide application recommended
2024-02-16,Maize,South,Summer,Corn Borers,24.4,53.6,119.1,7.2,60.2,5.3,Clay,130.8,94.5,164.1,Stormy,Drip,Soybean,114,55476,1,5,Monitor closely and consider treatment
2022-07-19,Potato,Northeast,Summer,Boll Weevils,24.0,30.0,75.3,12.6,47.3,7.5,Clay,63.8,53.0,113.3,Sunny,None,Soybean,120,40559,1,8,Immediate pesticide application recommended
2025-04-01,Maize,Northeast,Autumn,Thrips,29.5,74.8,1.9,26.3,35.5,7.3,Peat,33.3,59.3,219.6,Windy,Furrow,Maize,56,30839,1,10,Immediate pesticide application recommended
2023-04-04,Wheat,Northeast,Autumn,Leafhoppers,36.6,34.5,17.3,20.9,27.8,6.6,Clay,112.4,48.5,71.0,Stormy,Furrow,Rice,14,42753,0,0,None
2023-03-26,Potato,West,Summer,Grasshoppers,36.6,64.9,106.0,1.1,12.6,5.7,Chalky,78.1,22.4,208.7,Windy,Furrow,Wheat,129,20603,1,10,Immediate pesticide application recommended
2025-05-19,Soybean,Southwest,Winter,Cutworms,24.5,88.1,124.3,24.6,61.0,7.1,Sandy,79.7,45.1,211.8,Windy,Flood,Tomato,58,56801,1,10,Immediate pesticide application recommended
2020-03-13,Cotton,South,Winter,Spider Mites,17.7,54.2,9.5,13.0,52.3,7.2,Sandy,108.6,94.1,182.8,Windy,Drip,Soybean,128,51662,1,9,Immediate pesticide application recommended
2022-02-11,Wheat,Central,Summer,Aphids,19.6,66.7,102.7,1.8,57.7,5.6,Silt,66.9,75.2,90.9,Windy,Furrow,Maize,128,77363,1,7,Monitor closely and consider treatment
2021-12-28,Maize,Northeast,Autumn,Grasshoppers,21.9,69.4,69.2,19.8,69.8,5.5,Sandy,23.4,68.3,242.7,Dry,Furrow,Soybean,65,56601,1,10,Immediate pesticide application recommended
2021-10-17,Maize,Southeast,Summer,Cutworms,28.8,61.9,122.8,5.2,57.7,7.6,Clay,181.2,94.8,177.0,Rainy,Furrow,Barley,87,54700,1,10,Immediate pesticide application recommended
2023-08-10,Potato,West,Summer,Hessian Fly,15.4,41.3,136.1,5.9,26.0,8.3,Clay,65.9,32.6,280.9,Stormy,Drip,Soybean,115,36817,1,10,Immediate pesticide application recommended
2020-09-21,Potato,Northeast,Spring,Hessian Fly,36.7,35.0,39.1,17.6,40.4,6.0,Clay,87.8,96.8,55.3,Dry,None,Cotton,85,78928,1,10,Immediate pesticide application recommended
2021-01-10,Tomato,Northeast,Summer,Armyworms,15.3,59.5,128.9,2.9,35.6,6.3,Peat,78.8,74.1,51.1,Cloudy,Furrow,Rice,21,73351,1,9,Immediate pesticide application recommended
2024-12-09,Wheat,Central,Autumn,Grasshoppers,37.2,54.8,104.2,11.7,12.6,5.3,Clay,94.0,99.1,94.4,Cloudy,Flood,Wheat,148,23499,0,0,None
2023-06-09,Barley,Central,Spring,Thrips,38.0,56.6,69.3,15.1,63.9,5.4,Clay,72.4,21.2,269.6,Windy,Drip,Tomato,133,77484,1,8,Immediate pesticide application recommended
2021-07-28,Tomato,Central,Winter,Spider Mites,32.9,87.8,50.9,6.8,55.5,8.5,Peat,148.6,80.6,207.5,Rainy,Flood,Maize,51,43038,1,7,Monitor closely and consider treatment
2022-06-30,Potato,Northwest,Winter,Whiteflies,27.2,67.2,136.0,27.6,14.2,7.2,Silt,161.3,56.0,73.9,Rainy,Flood,Cotton,121,75146,1,7,Monitor closely and consider treatment
2023-01-22,Soybean,East,Summer,White Grubs,16.6,65.7,16.3,11.9,39.8,6.6,Loam,145.1,12.7,117.1,Humid,Drip,Rice,63,29596,1,10,Immediate pesticide application recommended
2023-08-11,Maize,Southeast,Winter,Leafhoppers,37.1,92.9,132.6,29.2,64.4,8.1,Loam,103.4,37.8,299.9,Dry,Sprinkler,Maize,54,25909,0,0,None
2020-08-23,Sugarcane,North,Autumn,Flea Beetles,26.1,81.9,6.7,29.2,57.0,5.2,Peat,10.9,61.4,294.1,Cloudy,Drip,Soybean,150,49496,1,10,Immediate pesticide application recommended
2021-11-15,Soybean,East,Spring,Hessian Fly,39.6,81.0,107.7,0.1,32.0,8.2,Loam,79.9,36.8,184.3,Windy,Furrow,Potato,125,60817,1,10,Immediate pesticide application recommended
2021-10-24,Rice,East,Autumn,Armyworms,37.0,57.0,44.3,18.8,60.7,5.6,Peat,40.1,30.0,112.0,Rainy,Sprinkler,Tomato,108,66609,1,10,Immediate pesticide application recommended
2023-12-21,Sugarcane,East,Summer,Boll Weevils,15.4,94.6,124.5,13.3,14.7,7.4,Loam,111.7,69.4,219.4,Humid,Flood,Barley,65,67928,1,10,Immediate pesticide application recommended
2024-07-24,Barley,Central,Winter,Wireworms,17.6,80.5,97.1,29.5,19.9,7.2,Silt,190.0,75.6,134.0,Windy,Sprinkler,Wheat,121,40989,1,3,Preventive measures recommended
2025-04-16,Cotton,Southwest,Summer,Wireworms,37.8,57.7,127.5,7.2,42.7,8.0,Silt,32.5,74.2,159.2,Stormy,Flood,Soybean,109,76127,1,6,Monitor closely and consider treatment
2024-06-26,Rice,Northeast,Winter,Hessian Fly,17.4,31.2,64.6,8.1,54.3,7.5,Clay,105.7,63.8,190.2,Windy,Sprinkler,Potato,140,41017,1,8,Immediate pesticide application recommended
2023-06-27,Rice,Central,Autumn,Cutworms,31.6,51.2,10.7,1.4,26.6,7.3,Peat,146.5,17.2,84.8,Dry,Sprinkler,Sugarcane,146,50635,1,8,Immediate pesticide application recommended
2022-12-14,Rice,North,Winter,Root Knot Nematodes,32.8,67.4,15.7,28.4,15.0,7.7,Loam,196.1,35.3,92.9,Sunny,Furrow,Rice,35,66962,1,7,Monitor closely and consider treatment
2024-06-07,Cotton,Northeast,Spring,Armyworms,27.4,79.5,118.2,2.2,53.0,8.4,Loam,159.2,5.7,106.2,Humid,None,Tomato,41,56857,1,10,Immediate pesticide application recommended
2020-08-11,Sugarcane,Southeast,Spring,Boll Weevils,16.9,78.0,125.8,6.2,14.7,7.8,Peat,131.7,81.3,191.6,Rainy,None,Wheat,26,51981,1,10,Immediate pesticide application recommended
2025-06-16,Tomato,Northwest,Summer,Wireworms,39.8,50.0,133.9,1.4,25.0,5.6,Clay,77.8,58.4,230.0,Sunny,Sprinkler,Sugarcane,139,34011,1,10,Immediate pesticide application recommended
2023-03-08,Rice,Northeast,Winter,Flea Beetles,28.9,59.8,104.2,15.4,48.5,8.2,Loam,173.5,59.8,89.1,Windy,Sprinkler,Wheat,109,23182,1,10,Immediate pesticide application recommended
2022-11-02,Rice,South,Winter,White Grubs,16.4,88.3,104.0,20.6,17.7,7.5,Peat,24.6,10.3,131.3,Humid,Drip,Cotton,78,36172,1,8,Immediate pesticide application recommended
2021-02-10,Maize,Southeast,Summer,Boll Weevils,35.9,41.7,123.5,14.4,77.1,5.5,Loam,20.2,85.3,140.5,Dry,Furrow,Rice,10,65379,1,10,Immediate pesticide application recommended
2023-11-04,Barley,East,Winter,Corn Borers,16.9,65.8,64.6,10.2,34.4,8.3,Chalky,60.9,48.2,173.2,Sunny,Furrow,Barley,42,42288,1,10,Immediate pesticide application recommended
2024-10-17,Cotton,East,Spring,Flea Beetles,25.0,76.7,69.9,6.7,67.2,7.7,Clay,129.2,54.6,102.1,Cloudy,Sprinkler,Soybean,140,60184,1,9,Immediate pesticide application recommended
2020-09-01,Wheat,Northeast,Winter,Japanese Beetles,36.3,68.7,65.8,23.7,79.3,5.7,Sandy,19.6,49.0,121.8,Stormy,Drip,Potato,45,70799,1,6,Monitor closely and consider treatment
2023-11-14,Wheat,Central,Winter,Grasshoppers,23.9,43.7,32.0,11.6,57.7,6.2,Clay,71.9,45.4,297.7,Stormy,Drip,Tomato,108,69933,1,5,Monitor closely and consider treatment
2025-04-08,Wheat,South,Winter,Grasshoppers,39.4,56.5,85.0,5.9,10.9,6.2,Clay,131.4,70.7,238.5,Rainy,Flood,Soybean,85,43699,0,0,None
2024-11-28,Barley,South,Spring,Hessian Fly,17.9,35.4,118.2,13.1,76.3,8.3,Sandy,36.9,70.7,66.8,Sunny,Flood,Soybean,123,20233,1,5,Monitor closely and consider treatment
2020-01-20,Potato,West,Autumn,Corn Borers,15.8,45.6,13.0,12.2,58.8,7.3,Loam,146.6,41.5,116.3,Cloudy,Drip,Cotton,81,65382,1,9,Immediate pesticide application recommended
2024-12-29,Potato,Southeast,Autumn,White Grubs,22.9,83.2,49.8,20.0,77.6,8.1,Chalky,44.2,39.1,237.8,Sunny,None,Sugarcane,43,61283,1,9,Immediate pesticide application recommended
2025-03-27,Soybean,West,Winter,Corn Borers,19.8,44.8,95.2,15.4,18.4,5.5,Clay,13.7,25.9,271.8,Cloudy,Flood,Cotton,69,69393,0,0,None
2022-02-16,Soybean,Southwest,Spring,Wireworms,25.2,81.5,27.3,4.6,15.5,5.8,Sandy,37.8,80.9,110.0,Stormy,Drip,Potato,146,75719,1,10,Immediate pesticide application recommended
2023-10-09,Cotton,Southwest,Autumn,Root Knot Nematodes,20.1,35.0,136.8,18.7,59.5,6.4,Loam,55.9,55.4,69.5,Dry,Drip,Maize,43,30591,1,10,Immediate pesticide application recommended
2024-02-15,Potato,Southeast,Spring,Cutworms,29.2,67.6,90.1,23.5,25.8,7.4,Peat,115.0,52.0,185.2,Sunny,Drip,Sugarcane,121,77293,1,9,Immediate pesticide application recommended
2021-01-16,Maize,Northeast,Summer,Wireworms,35.9,66.1,139.5,15.3,24.3,8.0,Sandy,162.1,42.8,260.5,Dry,Flood,Soybean,79,42995,1,10,Immediate pesticide application recommended
2024-09-25,Wheat,Southeast,Winter,White Grubs,24.5,81.5,19.0,6.1,47.4,8.1,Chalky,34.7,58.6,238.3,Rainy,Sprinkler,Rice,11,75753,1,10,Immediate pesticide application recommended
2020-03-01,Barley,North,Winter,Grasshoppers,27.1,87.2,92.9,22.1,42.5,5.6,Loam,30.7,69.8,144.1,Windy,Flood,Barley,135,26739,1,10,Immediate pesticide application recommended
2021-12-12,Tomato,Central,Summer,Root Knot Nematodes,27.7,50.4,116.4,12.5,75.6,7.9,Chalky,151.9,27.9,140.7,Humid,Flood,Soybean,57,73166,1,10,Immediate pesticide application recommended
2024-06-08,Potato,West,Autumn,Grasshoppers,28.8,64.2,105.2,24.2,58.5,6.6,Loam,71.0,85.3,180.2,Windy,None,Potato,42,40414,1,10,Immediate pesticide application recommended
2021-07-19,Sugarcane,Southwest,Summer,Flea Beetles,21.8,46.9,11.1,2.4,70.4,5.8,Loam,30.7,38.5,228.4,Cloudy,Sprinkler,Cotton,16,32074,1,9,Immediate pesticide application recommended
2022-03-02,Potato,Northwest,Autumn,Stem Borers,15.5,61.9,148.5,24.0,14.9,7.3,Peat,97.6,83.5,74.6,Windy,Drip,Barley,68,53936,1,10,Immediate pesticide application recommended
2022-11-06,Potato,South,Summer,White Grubs,28.2,31.3,134.1,11.5,12.8,7.9,Loam,89.4,23.0,250.4,Sunny,None,Potato,135,67728,1,10,Immediate pesticide application recommended
2022-08-06,Maize,East,Summer,Boll Weevils,28.1,37.2,144.6,8.6,79.6,5.0,Chalky,101.9,72.0,276.6,Stormy,Sprinkler,Wheat,18,68099,1,8,Immediate pesticide application recommended
2025-06-13,Wheat,East,Summer,Japanese Beetles,23.9,37.2,100.4,28.2,54.9,6.9,Clay,105.6,61.3,227.7,Cloudy,Sprinkler,Barley,149,51363,1,10,Immediate pesticide application recommended
2020-10-28,Barley,Southwest,Autumn,Spider Mites,38.8,88.5,123.6,1.3,56.8,6.6,Sandy,127.3,70.2,228.7,Stormy,Flood,Wheat,23,28209,1,9,Immediate pesticide application recommended
2022-11-18,Cotton,Southeast,Summer,Grasshoppers,37.4,79.7,30.4,1.1,10.7,7.1,Silt,109.1,71.2,260.7,Humid,Furrow,Soybean,58,46679,1,7,Monitor closely and consider treatment
2025-11-25,Tomato,Southeast,Autumn,Boll Weevils,17.3,80.6,32.7,13.2,47.2,7.4,Peat,102.6,71.0,253.5,Dry,Furrow,Tomato,92,75837,1,10,Immediate pesticide application recommended
2023-04-26,Rice,West,Autumn,Leafhoppers,28.8,60.2,86.3,14.5,62.9,6.5,Loam,157.6,77.2,119.2,Stormy,Flood,Barley,51,59090,1,9,Immediate pesticide application recommended
2021-10-11,Potato,Northwest,Summer,White Grubs,15.8,56.2,38.1,6.6,22.1,7.6,Loam,158.9,9.4,186.7,Stormy,None,Soybean,49,55495,1,5,Monitor closely and consider treatment
2022-07-19,Rice,Southwest,Winter,Corn Borers,20.0,91.6,143.5,16.9,23.2,7.0,Silt,186.4,40.9,84.4,Humid,Furrow,Barley,72,73315,1,10,Immediate pesticide application recommended
2021-06-19,Maize,Southwest,Spring,Boll Weevils,19.9,30.2,145.8,22.6,35.6,6.5,Loam,112.4,73.3,93.2,Sunny,Flood,Rice,107,53465,1,8,Immediate pesticide application recommended
2025-09-29,Soybean,Northwest,Winter,Aphids,25.8,45.4,89.2,20.7,58.2,5.0,Loam,143.4,87.3,78.7,Stormy,Flood,Rice,28,64209,1,8,Immediate pesticide application recommended
2021-07-17,Soybean,North,Winter,Spider Mites,32.8,36.3,97.4,15.3,69.5,6.6,Loam,91.3,93.7,283.6,Windy,Furrow,Sugarcane,100,26267,1,5,Monitor closely and consider treatment
2024-05-14,Sugarcane,Northwest,Autumn,Aphids,21.8,73.3,19.4,0.3,60.9,7.2,Loam,181.5,56.5,286.3,Humid,Sprinkler,Cotton,35,33127,1,10,Immediate pesticide application recommended
2025-02-08,Barley,Central,Autumn,Thrips,33.7,52.6,55.9,18.9,41.9,6.8,Peat,196.6,9.2,212.0,Cloudy,Sprinkler,Barley,87,63693,1,8,Immediate pesticide application recommended
2021-10-25,Cotton,Southeast,Autumn,Corn Borers,24.1,34.8,84.0,19.4,67.4,5.2,Chalky,92.9,79.5,242.1,Rainy,None,Maize,49,66199,1,10,Immediate pesticide application recommended
2023-02-05,Wheat,Central,Winter,Stem Borers,17.4,49.2,23.7,22.1,57.1,5.5,Loam,21.3,49.3,98.9,Sunny,None,Sugarcane,124,46757,1,5,Monitor closely and consider treatment
2020-10-30,Sugarcane,South,Summer,Japanese Beetles,32.1,86.0,35.6,6.7,37.1,5.6,Peat,189.9,28.1,73.3,Dry,Sprinkler,Barley,86,36924,1,10,Immediate pesticide application recommended
2025-09-19,Soybean,Southeast,Winter,Stem Borers,39.2,51.0,53.9,10.1,54.0,7.1,Chalky,110.5,39.6,156.9,Dry,Sprinkler,Tomato,48,44354,1,10,Immediate pesticide application recommended
2021-11-29,Maize,South,Autumn,Hessian Fly,21.9,89.2,5.3,17.9,66.9,8.0,Sandy,70.7,48.7,58.7,Humid,Flood,Maize,22,54029,1,9,Immediate pesticide application recommended
2023-09-19,Rice,South,Winter,Whiteflies,39.8,89.7,49.5,6.7,27.6,7.4,Silt,147.9,25.6,110.0,Humid,Flood,Soybean,124,54352,1,8,Immediate pesticide application recommended
2023-06-08,Tomato,Northwest,Summer,Cutworms,15.7,71.5,129.3,21.7,25.2,6.7,Silt,183.0,16.0,296.9,Sunny,Drip,Tomato,32,26365,1,10,Immediate pesticide application recommended
2023-12-21,Soybean,Central,Spring,Cutworms,35.7,32.5,25.2,28.5,29.6,5.0,Peat,58.3,74.9,279.1,Humid,Furrow,Rice,139,66854,1,7,Monitor closely and consider treatment
2020-03-06,Wheat,South,Autumn,Hessian Fly,33.7,72.8,49.1,2.0,27.7,5.8,Peat,14.0,97.6,113.8,Windy,None,Potato,78,73633,1,10,Immediate pesticide application recommended
2022-09-16,Cotton,Central,Spring,Boll Weevils,18.7,37.2,0.4,21.6,31.4,8.0,Peat,130.4,59.9,171.7,Dry,None,Soybean,146,61476,1,8,Immediate pesticide application recommended
2023-10-11,Rice,South,Winter,Leafhoppers,17.5,88.9,124.4,18.6,41.7,6.6,Silt,98.3,75.8,81.6,Cloudy,Drip,Soybean,43,29296,1,8,Immediate pesticide application recommended
2024-04-06,Soybean,North,Autumn,Spider Mites,15.3,45.9,100.3,28.0,72.6,7.9,Sandy,190.5,31.6,53.1,Sunny,Sprinkler,Tomato,94,75848,1,6,Monitor closely and consider treatment
2022-05-07,Barley,Northwest,Spring,Corn Borers,16.1,63.0,30.0,21.8,16.2,8.4,Chalky,176.6,88.0,247.5,Sunny,Sprinkler,Cotton,125,64793,1,10,Immediate pesticide application recommended
2020-04-23,Barley,South,Spring,Armyworms,33.7,38.5,92.4,14.4,43.1,5.7,Loam,150.5,92.9,247.0,Sunny,None,Maize,75,46346,1,7,Monitor closely and consider treatment
2021-12-09,Rice,East,Autumn,Japanese Beetles,16.9,42.5,2.8,23.3,29.5,5.5,Chalky,44.6,65.9,158.3,Windy,None,Potato,55,46237,1,10,Immediate pesticide application recommended
2020-06-13,Rice,Northeast,Spring,Whiteflies,28.7,75.8,25.3,22.5,16.0,7.4,Clay,98.4,26.7,170.1,Sunny,None,Sugarcane,121,48990,1,9,Immediate pesticide application recommended
2020-05-23,Soybean,East,Autumn,Wireworms,28.3,70.6,63.0,8.0,14.7,5.2,Clay,17.8,90.6,82.8,Dry,Sprinkler,Cotton,81,63958,1,10,Immediate pesticide application recommended
2024-07-13,Sugarcane,Central,Summer,Whiteflies,30.8,33.5,109.2,29.6,40.1,6.6,Sandy,135.3,75.0,247.4,Cloudy,Flood,Tomato,81,72975,1,10,Immediate pesticide application recommended
2022-05-27,Tomato,Northwest,Winter,Boll Weevils,16.1,32.5,82.6,14.9,78.6,6.0,Chalky,122.1,53.1,183.9,Dry,Furrow,Soybean,142,65479,1,8,Immediate pesticide application recommended
2025-02-14,Rice,East,Spring,Cutworms,36.1,43.1,34.7,19.4,43.4,7.0,Loam,104.5,44.7,170.8,Cloudy,None,Sugarcane,18,42948,1,10,Immediate pesticide application recommended
2023-04-30,Barley,Northwest,Spring,Stem Borers,22.2,76.3,132.0,8.9,32.7,6.5,Silt,51.3,81.9,196.0,Cloudy,Sprinkler,Barley,95,29125,1,10,Immediate pesticide application recommended
2022-09-22,Soybean,West,Winter,Boll Weevils,29.6,59.5,63.4,6.5,77.3,5.6,Sandy,110.0,13.3,298.3,Sunny,None,Tomato,131,23786,1,10,Immediate pesticide application recommended
2023-03-07,Potato,South,Winter,Flea Beetles,35.1,64.7,66.7,13.7,10.2,6.3,Peat,190.9,69.2,279.8,Stormy,None,Soybean,137,68025,1,8,Immediate pesticide application recommended
2021-01-01,Soybean,Southwest,Winter,Armyworms,31.9,81.0,112.2,2.6,27.3,7.3,Clay,154.2,31.1,151.6,Windy,None,Sugarcane,75,46991,1,5,Monitor closely and consider treatment
2023-09-12,Soybean,Southeast,Autumn,Whiteflies,32.2,45.8,107.3,13.7,71.0,6.9,Peat,45.1,83.1,244.4,Cloudy,Flood,Sugarcane,21,28020,1,8,Immediate pesticide application recommended
2021-03-02,Sugarcane,Southwest,Autumn,Thrips,27.6,69.2,111.5,24.9,46.1,6.5,Silt,47.2,62.7,187.5,Humid,None,Cotton,69,68058,1,10,Immediate pesticide application recommended
2025-03-15,Soybean,Northwest,Autumn,Grasshoppers,30.7,61.3,40.8,20.0,53.9,6.6,Sandy,55.3,21.6,134.8,Dry,Drip,Barley,110,24969,1,10,Immediate pesticide application recommended
2023-09-23,Barley,East,Winter,Aphids,36.1,59.8,79.6,5.1,60.5,6.5,Peat,40.6,14.1,224.0,Cloudy,Furrow,Rice,105,67277,1,7,Monitor closely and consider treatment
2021-11-10,Soybean,East,Summer,Stem Borers,22.6,77.0,8.9,22.1,45.3,7.7,Sandy,172.5,77.9,69.5,Dry,Furrow,Tomato,12,64205,1,10,Immediate pesticide application recommended
2023-11-18,Potato,South,Winter,Boll Weevils,39.1,38.1,129.8,29.7,79.3,7.8,Silt,98.5,21.9,202.1,Dry,Flood,Tomato,149,21398,0,0,None
2023-03-19,Soybean,Southeast,Spring,Cutworms,22.9,70.1,17.5,19.0,72.8,6.7,Loam,155.3,65.4,50.8,Sunny,Furrow,Cotton,87,41402,1,9,Immediate pesticide application recommended
2024-09-10,Cotton,Southeast,Winter,Hessian Fly,38.9,88.1,54.4,9.3,52.9,7.1,Silt,26.9,25.5,209.1,Windy,Sprinkler,Sugarcane,59,66270,1,10,Immediate pesticide application recommended
2020-06-25,Rice,West,Summer,Cutworms,36.8,37.7,65.9,25.5,35.9,5.9,Sandy,151.7,43.1,226.6,Cloudy,Drip,Soybean,56,26346,1,7,Monitor closely and consider treatment
2020-05-22,Barley,Northwest,Summer,Aphids,39.9,68.4,102.3,3.9,79.4,5.2,Chalky,23.5,12.2,267.7,Rainy,None,Potato,65,52662,1,9,Immediate pesticide application recommended
2024-01-03,Rice,East,Summer,Grasshoppers,31.0,63.3,101.3,27.2,51.1,8.1,Silt,158.6,87.2,214.8,Rainy,None,Barley,136,61274,1,10,Immediate pesticide application recommended
2020-03-15,Cotton,North,Spring,Flea Beetles,21.1,32.4,77.9,19.0,56.3,7.3,Sandy,134.2,81.8,242.3,Dry,None,Maize,49,78195,1,10,Immediate pesticide application recommended
2022-04-09,Rice,West,Summer,Wireworms,31.0,43.7,128.9,21.6,63.6,6.0,Chalky,130.3,55.2,117.1,Sunny,Flood,Cotton,131,77824,1,10,Immediate pesticide application recommended
2025-02-19,Wheat,Southwest,Autumn,Armyworms,22.6,44.8,46.9,5.6,36.0,7.4,Silt,192.3,25.0,125.0,Windy,Flood,Rice,30,34801,1,4,Preventive measures recommended
2022-01-14,Maize,Southwest,Summer,Grasshoppers,18.8,66.6,61.4,12.8,72.6,7.0,Silt,83.8,29.1,157.1,Stormy,None,Sugarcane,89,60842,1,8,Immediate pesticide application recommended
2025-10-29,Tomato,East,Winter,Hessian Fly,18.6,49.3,30.6,17.0,38.6,6.0,Sandy,155.9,68.1,298.9,Sunny,None,Wheat,14,66809,1,9,Immediate pesticide application recommended
2022-07-18,Barley,West,Summer,Hessian Fly,15.2,39.8,76.3,24.3,14.0,7.9,Chalky,146.1,8.3,76.6,Humid,Furrow,Barley,113,24597,1,7,Monitor closely and consider treatment
2025-09-11,Wheat,Central,Winter,Thrips,24.0,35.7,58.9,20.5,16.5,8.0,Peat,22.0,62.8,97.3,Sunny,Flood,Cotton,117,25716,0,0,None
2025-03-08,Cotton,Southwest,Spring,Whiteflies,18.0,60.9,60.9,12.8,76.0,6.2,Chalky,198.4,56.1,260.6,Sunny,Drip,Wheat,111,65839,1,10,Immediate pesticide application recommended
2022-12-01,Soybean,East,Summer,Flea Beetles,16.8,74.8,84.5,19.6,25.1,5.2,Clay,24.2,28.4,103.4,Cloudy,None,Potato,139,57973,1,10,Immediate pesticide application recommended
2024-02-02,Tomato,West,Summer,Armyworms,38.7,89.9,40.8,2.0,79.7,6.7,Clay,195.9,56.1,271.6,Sunny,None,Tomato,29,20470,1,10,Immediate pesticide application recommended
2022-01-06,Maize,West,Summer,Cutworms,20.5,79.6,8.2,10.9,70.9,6.8,Chalky,24.8,24.7,77.4,Windy,Furrow,Soybean,122,54002,1,10,Immediate pesticide application recommended
