date,crop,region,season,yield_prediction,global_demand,weather_impact,economic_condition,supply_index,demand_index,inventory_level,export_demand,production_cost,days_to_harvest,fertilizer_usage,irrigation_usage,price_per_ton
2023-05-04,Cotton,Southwest,Summer,1.87,high,poor,growth,30.37,48.66,27.42,41.51,1416.21,119,medium,low,12975.8
2024-01-27,Barley,Northwest,Summer,5.59,low,excellent,recession,53.86,88.74,78.13,73.85,89.29,128,low,medium,160.56
2023-05-17,Coffee,Southwest,Spring,7.16,medium,poor,growth,36.06,67.79,42.01,22.75,1879.88,52,low,low,3315.09
2023-06-05,Barley,South,Spring,7.69,medium,excellent,growth,36.39,65.0,43.99,30.63,163.52,120,low,medium,146.01
2020-12-16,Rice,Central,Spring,1.94,high,normal,growth,65.56,49.09,39.26,34.8,244.93,139,high,medium,687.92
2020-06-25,Tea,Southeast,Spring,6.88,medium,poor,recession,58.35,64.02,72.68,68.72,1104.03,172,low,low,2579.76
2024-06-21,Coffee,East,Spring,6.46,low,excellent,recession,31.36,80.85,65.18,78.15,779.49,59,medium,high,1334.38
2024-05-08,Coffee,East,Spring,6.6,high,normal,growth,63.99,50.38,30.73,24.9,1428.14,119,low,high,1937.0
2025-09-17,Coffee,Central,Winter,2.01,high,poor,growth,64.05,67.49,40.95,30.94,1290.88,163,high,low,5320.44
2020-02-13,Sugarcane,Central,Winter,3.4,high,poor,growth,67.79,67.13,16.34,36.55,27.36,137,high,low,133.84
2021-10-13,Coffee,Southeast,Spring,3.56,low,poor,growth,49.2,56.74,30.32,44.32,1717.04,69,low,high,3687.27
2025-10-10,Tomato,East,Summer,7.64,low,normal,recession,85.32,45.22,43.1,57.45,145.22,147,medium,medium,62.82
2020-03-28,Potato,East,Winter,4.91,high,poor,stable,45.16,62.85,13.1,78.39,174.9,63,high,medium,1298.29
2024-03-21,Tea,South,Winter,4.91,low,poor,stable,61.84,67.18,69.32,73.52,1720.31,132,medium,medium,4577.83
2024-05-10,Sugarcane,Northwest,Winter,7.25,high,excellent,stable,51.51,59.55,55.46,50.85,24.04,61,low,low,39.61
2025-12-24,Tea,Central,Summer,2.35,high,normal,recession,38.3,40.93,58.19,29.69,2364.35,30,low,medium,2499.02
2023-03-14,Sugarcane,West,Summer,6.31,high,normal,stable,53.56,65.6,10.53,79.12,21.78,160,high,high,76.48
2020-02-26,Cotton,Northwest,Autumn,3.31,high,excellent,recession,64.05,80.64,64.32,43.58,1321.83,132,medium,high,2093.0
2022-07-17,Sugarcane,South,Winter,3.72,medium,poor,recession,60.0,66.75,14.97,61.8,29.44,85,high,low,75.85
2021-09-27,Tea,North,Autumn,2.7,low,excellent,growth,58.59,71.24,49.33,29.67,1421.84,30,low,medium,1731.21
2025-09-13,Rice,Northeast,Spring,1.45,low,normal,growth,74.36,82.98,13.2,56.78,233.2,166,low,medium,609.5
2023-05-20,Barley,Central,Autumn,5.97,high,excellent,stable,59.02,85.18,47.86,25.03,170.87,77,medium,medium,220.64
2023-04-26,Rice,Central,Spring,2.03,high,normal,growth,77.07,61.61,61.86,55.94,131.79,107,low,medium,583.65
2025-12-16,Wheat,South,Summer,5.4,low,normal,stable,88.38,66.38,30.05,23.04,173.55,176,high,low,104.54
2023-06-18,Sugarcane,Northeast,Summer,7.23,high,normal,recession,66.82,58.94,70.27,36.82,24.97,96,high,high,27.57
2024-12-12,Coffee,West,Winter,5.82,low,normal,growth,41.31,49.99,39.01,64.7,831.86,77,medium,high,2102.07
2024-10-06,Wheat,Central,Spring,3.39,low,excellent,recession,46.46,30.09,58.42,36.52,95.8,176,medium,high,75.0
2021-08-02,Coffee,Southwest,Spring,2.2,high,excellent,growth,51.01,87.0,53.32,62.61,1566.34,104,low,high,4618.77
2021-07-22,Soybean,Central,Autumn,4.24,medium,excellent,stable,40.04,39.05,58.11,81.88,202.55,89,medium,high,475.72
2021-03-18,Cotton,Northeast,Spring,2.8,low,poor,growth,53.41,51.81,12.28,55.67,727.81,133,high,medium,2903.42
2024-09-12,Coffee,West,Summer,1.9,low,poor,stable,72.62,75.95,72.22,85.39,1836.33,69,high,medium,4779.32
2025-01-27,Cotton,East,Spring,1.86,high,poor,recession,51.21,37.44,55.73,70.17,683.63,147,low,medium,4874.95
2025-06-30,Wheat,South,Summer,5.35,low,excellent,growth,31.38,56.06,29.97,89.89,190.35,120,medium,low,366.47
2020-02-26,Soybean,Central,Spring,4.74,medium,excellent,recession,73.57,50.1,14.88,49.23,257.51,68,medium,low,243.98
2021-10-11,Maize,Northeast,Autumn,4.88,high,excellent,growth,77.56,32.65,79.17,89.34,69.9,123,medium,medium,265.35
2023-01-20,Coffee,West,Winter,3.61,medium,poor,growth,59.26,49.56,59.85,45.48,1287.36,132,low,high,4044.72
2020-12-06,Cotton,North,Summer,5.03,high,normal,recession,88.15,68.51,16.78,42.32,917.74,125,high,high,1882.55
2021-01-12,Soybean,West,Autumn,5.61,low,excellent,stable,80.37,36.26,63.6,72.19,319.44,111,medium,high,290.53
2025-04-04,Potato,East,Spring,7.69,medium,poor,recession,48.58,55.74,28.39,42.9,139.47,141,high,medium,328.93
2022-12-08,Tomato,Southwest,Summer,6.36,medium,poor,stable,71.84,32.79,41.77,32.91,158.81,86,low,low,133.57
2020-10-16,Tea,East,Winter,7.99,medium,poor,stable,33.05,70.06,66.91,42.73,1940.45,102,high,high,4272.47
2023-01-15,Rice,Southwest,Autumn,7.48,medium,excellent,stable,68.55,79.02,47.29,30.83,195.33,166,high,low,176.85
2022-11-28,Maize,South,Autumn,7.17,medium,poor,growth,30.94,42.43,27.73,38.41,69.86,35,low,low,331.35
2021-10-20,Cotton,Southwest,Winter,6.81,high,poor,stable,51.3,57.44,42.4,69.92,1198.17,148,low,low,2871.49
2022-07-25,Wheat,East,Summer,5.48,low,poor,stable,76.43,30.5,45.34,56.68,104.92,92,high,medium,209.52
2023-07-21,Wheat,Northeast,Summer,4.3,low,excellent,growth,37.11,56.12,63.65,48.7,135.94,94,low,low,242.64
2021-12-11,Soybean,Northwest,Autumn,7.77,high,poor,growth,82.31,85.72,15.44,63.3,185.27,136,low,high,1128.24
2020-08-08,Barley,Northwest,Spring,5.05,high,excellent,stable,60.34,78.87,57.78,77.47,168.51,120,high,medium,398.6
2020-11-23,Wheat,East,Spring,5.98,high,normal,stable,53.72,42.77,28.96,47.76,167.51,112,medium,high,335.94
2025-10-27,Coffee,West,Summer,3.8,low,poor,stable,36.76,47.38,17.67,77.32,1386.67,47,medium,low,6509.47
2023-10-06,Cotton,North,Spring,2.73,high,poor,stable,31.09,61.44,62.65,73.65,732.98,153,high,high,6816.77
2021-07-23,Coffee,Northeast,Spring,3.32,medium,normal,growth,53.57,37.47,44.53,72.73,1261.76,38,low,medium,3130.64
2023-12-15,Maize,Northeast,Spring,7.07,low,normal,stable,58.61,84.04,59.22,23.85,66.7,115,high,low,98.89
2020-02-23,Tea,Central,Spring,2.32,high,poor,recession,81.92,89.0,66.61,70.76,901.44,174,low,medium,7665.63
2020-06-08,Soybean,Central,Winter,1.74,low,normal,growth,70.26,54.57,11.36,71.86,229.22,34,medium,medium,688.23
2022-02-04,Cotton,Northwest,Winter,1.19,medium,poor,stable,68.16,77.29,20.92,82.38,703.41,82,high,high,7791.79
2020-09-22,Rice,South,Summer,3.96,high,normal,growth,61.63,48.83,45.03,70.28,262.89,158,low,low,700.6
2025-10-27,Tomato,Southwest,Winter,3.8,low,poor,stable,44.41,44.64,20.56,70.87,125.42,69,high,medium,353.37
2024-02-26,Soybean,Central,Autumn,3.05,low,normal,growth,83.53,63.14,14.83,24.3,167.22,135,low,low,295.99
2024-06-06,Wheat,West,Autumn,6.45,low,excellent,growth,42.1,44.91,54.58,81.01,114.59,102,high,medium,151.36
2025-05-30,Cotton,West,Spring,4.68,medium,excellent,recession,83.42,76.24,72.41,39.47,1161.84,65,high,medium,846.09
2023-03-27,Soybean,West,Summer,3.13,high,excellent,recession,72.09,38.51,56.59,69.6,327.86,174,low,high,303.64
2020-06-19,Cotton,Central,Autumn,5.81,high,normal,growth,61.37,77.05,29.91,67.42,1192.07,36,medium,low,4477.79
2023-05-12,Coffee,Northeast,Summer,3.12,high,normal,growth,35.97,50.36,18.95,50.77,1722.47,115,high,high,6413.66
2025-08-30,Wheat,Northwest,Summer,1.47,medium,poor,growth,63.79,32.63,71.92,84.5,136.54,78,low,high,688.76
2022-09-24,Barley,North,Summer,3.38,low,normal,growth,44.71,75.52,40.1,84.42,173.33,77,low,low,333.57
2024-11-15,Barley,Southwest,Autumn,2.47,medium,poor,growth,63.66,62.22,70.77,68.37,132.81,58,low,medium,362.32
2023-03-15,Potato,Southwest,Autumn,7.72,medium,normal,recession,33.46,31.75,39.09,30.82,171.72,87,low,medium,143.34
2021-06-21,Rice,North,Summer,1.06,high,poor,recession,57.58,47.7,24.17,51.13,290.91,60,high,medium,971.45
2020-05-25,Wheat,Northeast,Spring,4.49,high,poor,stable,85.9,56.35,42.94,85.9,91.98,111,low,low,594.15
2025-03-18,Coffee,Southeast,Summer,6.15,high,normal,recession,47.95,81.95,13.81,89.33,1710.76,134,medium,high,4319.33
2021-06-26,Potato,Northwest,Spring,7.46,medium,poor,recession,36.78,84.81,35.21,20.45,106.86,104,medium,medium,270.21
2023-05-25,Rice,Northeast,Autumn,7.19,medium,poor,stable,88.96,83.72,40.91,87.3,201.37,95,low,low,571.12
2024-10-30,Coffee,South,Autumn,7.99,medium,normal,growth,67.56,50.4,53.69,50.04,811.94,107,low,high,1561.47
2024-03-23,Wheat,Central,Autumn,2.41,medium,excellent,recession,31.15,45.29,61.77,33.53,141.01,141,medium,medium,169.7
2023-08-21,Tomato,East,Summer,1.11,medium,poor,growth,51.8,56.5,33.99,58.24,111.32,158,high,medium,632.72
2025-03-19,Sugarcane,South,Spring,2.31,high,normal,recession,75.12,39.67,42.13,72.94,32.43,33,medium,medium,61.19
2021-08-12,Tomato,North,Spring,6.0,medium,poor,growth,53.07,83.73,19.94,45.09,129.78,40,low,low,588.36
2023-06-30,Rice,Northeast,Autumn,7.11,medium,normal,stable,49.35,63.67,10.83,45.96,186.19,111,low,low,434.4
2020-03-30,Barley,Northeast,Summer,3.85,high,normal,growth,39.69,45.8,78.19,55.92,75.66,101,medium,medium,321.48
2022-09-10,Potato,Southeast,Autumn,1.35,medium,normal,growth,32.52,53.34,70.59,78.3,145.18,161,high,low,846.64
2022-09-18,Cotton,West,Winter,4.38,medium,normal,growth,54.26,40.83,29.51,43.71,1271.45,60,medium,low,2197.71
2020-01-04,Tomato,North,Winter,4.87,high,normal,recession,42.05,35.75,44.77,66.64,141.89,70,low,low,230.38
2021-08-02,Barley,Northwest,Summer,4.13,medium,poor,recession,81.94,56.68,21.77,47.82,103.4,57,medium,medium,276.62
2020-04-15,Barley,East,Summer,3.75,low,excellent,recession,69.52,69.41,25.74,42.12,131.49,103,low,high,119.68
2024-05-06,Soybean,South,Winter,2.25,high,poor,growth,81.04,54.1,25.46,66.75,259.66,176,medium,low,1119.19
2023-09-01,Soybean,West,Spring,2.2,medium,poor,growth,79.63,57.2,20.66,75.73,165.02,160,medium,medium,1074.03
2025-07-25,Wheat,North,Summer,6.1,high,normal,recession,57.12,41.25,63.07,40.25,160.3,98,high,low,160.18
2020-04-20,Barley,West,Summer,2.8,low,poor,growth,44.47,57.45,67.14,62.95,73.11,79,medium,high,394.39
2020-08-08,Cotton,Northwest,Summer,5.36,high,poor,growth,51.21,63.37,36.03,25.71,1299.99,145,low,low,4332.07
2023-01-20,Cotton,Southeast,Winter,5.75,medium,excellent,recession,70.23,41.62,56.45,36.24,1158.78,90,high,medium,685.37
2020-06-24,Tomato,East,Winter,7.34,low,poor,recession,36.28,75.71,17.12,67.93,71.04,126,low,high,190.87
2021-10-18,Barley,North,Summer,4.56,high,normal,growth,41.28,81.99,38.1,21.08,135.1,100,low,medium,404.95
2020-08-14,Tea,Central,Spring,4.03,high,normal,stable,54.67,57.25,70.19,61.08,1904.04,156,medium,medium,3726.03
2024-08-27,Cotton,Southeast,Summer,6.04,low,poor,growth,86.25,80.25,74.91,44.03,733.36,178,low,high,1571.68
2025-12-07,Rice,East,Spring,6.81,high,poor,growth,69.02,33.78,32.26,71.39,169.71,51,medium,medium,766.54
2022-11-10,Wheat,South,Summer,5.37,medium,normal,growth,62.56,45.76,75.4,37.97,186.85,59,medium,high,165.92
2021-04-25,Sugarcane,Northwest,Autumn,6.84,high,excellent,stable,77.49,79.86,54.67,69.81,37.68,131,medium,low,39.33
2022-08-22,Rice,Northwest,Winter,1.89,high,excellent,growth,34.98,37.5,70.91,59.41,155.21,102,high,medium,718.32
2025-02-07,Rice,Northeast,Winter,6.71,medium,normal,stable,78.31,81.08,63.83,24.31,264.03,84,medium,medium,208.93
2024-04-20,Tomato,East,Autumn,4.63,high,poor,recession,73.58,59.06,43.85,28.83,150.52,67,high,low,244.3
2025-09-04,Wheat,South,Summer,2.45,high,excellent,stable,52.13,82.23,24.67,34.43,107.56,120,high,medium,320.6
2023-10-21,Soybean,Northeast,Winter,5.02,low,normal,recession,61.24,40.52,58.44,83.53,179.74,129,medium,low,277.15
2023-02-28,Rice,Central,Spring,3.3,low,poor,recession,67.07,42.59,68.38,21.55,233.41,97,medium,high,253.38
2022-09-24,Maize,Northwest,Autumn,3.23,low,excellent,stable,82.88,59.96,66.17,84.67,93.43,121,medium,medium,118.73
2021-07-02,Soybean,West,Spring,1.76,high,poor,growth,36.24,79.04,42.78,54.66,335.53,44,low,high,2452.19
2024-12-13,Sugarcane,Northeast,Spring,7.33,low,excellent,stable,36.76,52.42,72.67,77.39,33.03,145,low,high,30.08
2021-01-11,Maize,Southeast,Summer,5.07,low,normal,recession,40.03,76.43,31.84,63.44,96.18,38,high,medium,139.15
2023-09-07,Rice,West,Spring,1.59,high,poor,recession,61.49,48.4,14.99,33.9,243.77,69,medium,high,778.24
2024-01-12,Rice,Northeast,Autumn,7.57,low,normal,growth,58.87,36.67,63.82,74.66,300.24,51,low,high,239.85
2020-09-28,Soybean,East,Summer,5.94,low,poor,growth,33.28,63.02,36.88,72.4,267.96,114,high,low,967.41
2025-04-19,Barley,East,Winter,4.06,medium,normal,recession,55.93,88.86,11.34,77.12,76.68,81,medium,low,366.72
2021-03-26,Potato,South,Spring,1.56,medium,excellent,stable,49.69,72.05,57.49,63.95,206.18,108,low,medium,480.6
2020-12-26,Tea,Northwest,Autumn,5.47,high,excellent,recession,69.26,65.67,25.51,84.0,2364.01,173,medium,low,3741.82
2024-04-28,Potato,Southwest,Autumn,5.82,low,excellent,stable,56.64,62.23,17.59,45.44,236.42,140,medium,low,219.79
2025-11-14,Soybean,Southeast,Autumn,7.68,low,excellent,recession,83.18,64.12,28.83,28.19,329.32,133,low,medium,135.0
2025-03-16,Tea,Northeast,Winter,7.44,high,poor,stable,59.66,35.67,52.44,45.72,1136.79,102,low,high,3725.1
2024-05-09,Wheat,North,Summer,5.98,high,poor,stable,55.76,79.68,59.06,28.62,131.2,61,low,low,587.48
2024-03-22,Rice,South,Spring,2.82,low,normal,recession,72.82,62.68,33.81,43.06,142.9,106,low,medium,233.33
2021-01-01,Tomato,Northwest,Summer,5.27,medium,normal,growth,51.34,80.17,43.91,75.61,138.12,42,medium,low,385.22
2020-06-23,Tea,Northwest,Spring,6.94,low,poor,stable,80.99,70.74,62.46,74.38,1153.74,91,high,medium,2898.53
2022-09-07,Tea,South,Winter,2.33,high,poor,recession,76.7,86.83,57.15,82.02,1376.97,138,low,high,6805.28
2024-03-20,Tomato,South,Spring,6.92,medium,normal,recession,50.33,83.65,65.86,88.85,142.73,178,medium,high,180.09
2022-04-07,Sugarcane,Northwest,Autumn,7.12,low,excellent,stable,64.27,81.49,37.1,22.03,16.31,128,low,medium,20.21
2020-06-29,Tomato,Northeast,Autumn,5.69,high,normal,stable,36.87,74.73,39.36,59.42,140.12,64,medium,medium,353.48
2022-06-29,Soybean,Southwest,Winter,6.11,medium,normal,recession,85.11,47.42,53.59,86.58,280.99,158,medium,high,235.84
2023-10-13,Cotton,South,Summer,7.25,medium,normal,recession,86.38,85.76,63.09,58.65,627.08,156,medium,medium,953.04
2023-12-19,Barley,South,Autumn,1.23,medium,poor,stable,36.12,47.69,16.35,31.87,71.99,99,low,high,632.84
2024-09-13,Tomato,West,Summer,3.92,low,poor,recession,79.28,78.73,73.34,72.19,84.44,127,high,low,221.3
2025-09-29,Sugarcane,Southwest,Autumn,4.8,low,normal,recession,78.42,34.28,51.63,53.59,35.13,106,medium,high,23.06
2023-03-15,Cotton,Southeast,Winter,1.9,medium,poor,recession,42.76,63.52,76.3,25.82,1209.04,103,medium,high,3186.71
2021-07-21,Tomato,Southwest,Summer,3.76,medium,excellent,recession,64.98,79.62,54.43,54.42,88.57,107,low,medium,126.98
2022-10-28,Barley,Northeast,Summer,3.05,high,excellent,growth,76.23,36.84,20.25,70.38,171.71,151,low,low,373.77
2024-07-17,Maize,Northeast,Spring,2.67,low,normal,recession,31.55,79.94,45.6,21.67,149.55,151,low,medium,110.62
2024-08-31,Sugarcane,South,Summer,4.75,low,poor,growth,74.22,55.41,22.94,52.59,22.19,95,low,high,66.75
2022-08-26,Soybean,Southwest,Winter,1.66,medium,poor,stable,53.82,62.8,59.69,64.3,334.41,59,medium,high,982.85
2023-11-13,Potato,South,Summer,7.95,low,excellent,stable,86.25,75.85,58.02,22.48,170.02,62,medium,medium,90.38
2020-12-16,Tea,West,Summer,3.69,high,poor,recession,62.55,84.4,28.26,47.93,1879.63,36,medium,low,9625.54
2025-09-05,Tea,West,Winter,2.3,high,excellent,stable,80.09,69.96,34.66,70.55,1319.02,69,high,high,3782.93
2021-05-12,Potato,Central,Spring,6.72,low,excellent,recession,75.16,80.51,55.61,75.67,155.82,89,high,medium,119.79
2021-10-28,Barley,Northeast,Autumn,5.75,high,normal,growth,31.87,82.84,57.93,80.63,150.79,140,low,high,594.61
2023-05-06,Tea,Southwest,Autumn,6.6,medium,poor,stable,41.08,36.64,11.05,40.89,1048.9,103,high,low,3713.07
2025-03-05,Coffee,Southwest,Spring,6.61,medium,normal,stable,59.07,45.15,52.15,24.92,1657.65,141,low,low,1096.98
2022-06-20,Sugarcane,North,Autumn,3.23,medium,excellent,stable,75.01,41.29,77.33,82.76,34.46,59,high,low,37.44
2025-01-14,Maize,Central,Summer,1.55,medium,excellent,stable,51.23,47.89,19.63,89.97,74.72,130,medium,high,389.31
2024-08-26,Coffee,West,Summer,2.01,low,normal,stable,58.17,88.54,27.31,69.21,850.05,53,medium,medium,2641.96
2022-04-19,Cotton,West,Autumn,5.21,high,excellent,stable,50.34,71.97,40.3,40.93,1031.41,35,high,high,2675.35
2025-04-13,Potato,Northwest,Summer,6.25,medium,excellent,stable,62.7,52.02,74.07,64.41,132.72,69,high,low,119.34
2022-06-04,Maize,Northwest,Winter,6.65,high,poor,stable,68.1,37.62,18.0,85.67,88.79,30,low,high,386.17
2022-01-03,Sugarcane,Central,Spring,4.9,high,normal,growth,43.87,38.38,64.15,76.67,32.88,168,low,medium,109.54
2021-05-16,Sugarcane,South,Autumn,1.08,medium,excellent,stable,47.09,51.66,58.36,72.89,30.7,68,medium,medium,77.01
2024-05-26,Rice,Southeast,Autumn,4.79,low,excellent,recession,33.86,55.63,40.28,62.81,195.58,53,low,high,252.46
2024-10-11,Wheat,Southwest,Summer,2.67,high,excellent,growth,44.26,38.03,59.07,63.58,147.41,113,medium,high,302.41
2023-02-07,Tea,Northeast,Summer,6.38,low,excellent,recession,85.32,56.4,38.64,31.39,1906.06,65,low,high,900.0
2024-01-09,Coffee,Central,Winter,4.91,low,poor,recession,89.28,65.06,30.2,59.41,1980.87,173,low,high,1687.48
2023-12-22,Coffee,Southwest,Autumn,3.4,low,normal,stable,47.92,81.41,52.78,76.71,970.31,41,low,medium,3061.22
2025-10-30,Wheat,Southeast,Spring,7.36,high,normal,recession,33.5,52.49,10.99,32.9,195.28,80,medium,low,246.86
2022-11-19,Rice,West,Winter,3.85,low,excellent,growth,34.13,77.1,44.49,42.61,192.15,163,high,medium,358.13
2025-12-11,Rice,Central,Summer,4.54,medium,normal,stable,63.07,79.09,64.02,73.69,265.86,77,high,medium,707.49
2020-05-05,Coffee,North,Autumn,7.08,medium,excellent,stable,63.45,61.25,59.09,31.62,1721.19,76,low,high,1233.6
2020-02-05,Coffee,East,Winter,7.55,medium,poor,recession,47.78,66.66,12.28,73.61,1449.59,111,high,medium,4189.56
2023-09-22,Soybean,Northwest,Winter,6.67,low,excellent,growth,45.36,71.09,51.52,65.77,146.3,93,high,low,282.82
2025-12-30,Barley,Northeast,Autumn,6.19,medium,poor,recession,77.71,58.49,38.62,43.98,168.07,154,high,medium,163.84
2025-01-20,Soybean,North,Winter,7.48,medium,excellent,stable,50.93,67.81,58.02,89.74,231.12,127,medium,medium,455.17
2023-03-29,Maize,Northeast,Autumn,3.8,high,poor,recession,35.07,35.91,45.83,31.98,67.29,94,high,high,303.29
2020-02-15,Coffee,Northeast,Autumn,7.11,medium,excellent,recession,57.88,43.42,19.09,29.86,1746.17,31,low,low,810.23
2024-03-26,Tea,Northwest,Winter,3.69,medium,normal,stable,71.61,62.32,37.63,28.67,1400.17,81,low,high,2477.4
2021-11-02,Tea,Northeast,Autumn,1.2,high,normal,recession,38.42,75.35,33.5,65.05,1744.01,151,medium,low,6782.82
2025-06-01,Barley,Central,Spring,5.56,low,excellent,growth,33.22,85.87,11.47,20.56,90.88,91,medium,low,186.57
2024-05-11,Potato,North,Summer,6.93,medium,normal,recession,77.53,44.46,71.59,25.03,141.3,130,high,medium,95.44
2020-11-18,Cotton,Northwest,Autumn,4.24,low,excellent,recession,34.06,64.79,49.16,89.45,1099.5,127,high,high,1497.11
2023-04-30,Barley,Central,Winter,3.34,high,excellent,recession,61.97,33.33,32.59,56.97,143.25,90,low,medium,154.18
2021-01-09,Sugarcane,South,Winter,1.69,low,excellent,growth,77.83,84.01,29.67,73.57,19.51,101,high,low,82.68
2024-05-29,Potato,East,Summer,3.71,medium,poor,recession,31.58,62.4,69.13,27.58,94.45,113,medium,medium,401.25
2021-12-05,Rice,Northeast,Summer,6.66,low,normal,stable,46.03,51.86,16.09,26.76,242.91,43,high,medium,167.99
2022-04-24,Coffee,Southwest,Spring,4.17,high,excellent,recession,53.29,71.7,70.35,73.56,755.51,164,medium,medium,3544.85
2023-05-11,Maize,North,Winter,1.7,low,excellent,growth,55.76,81.11,26.59,81.53,71.0,93,high,high,405.92
2022-11-18,Wheat,North,Winter,3.28,high,excellent,growth,38.86,67.93,77.46,66.07,119.21,96,high,low,371.27
2020-04-08,Wheat,Southeast,Spring,5.98,medium,normal,recession,38.59,64.8,42.86,45.2,167.45,82,high,low,261.03
2023-11-01,Potato,Northeast,Spring,6.98,low,poor,stable,42.1,45.87,56.25,74.08,132.5,173,medium,medium,292.54
2022-03-15,Coffee,Southeast,Spring,3.52,low,poor,recession,74.39,47.12,56.64,31.12,1264.14,45,low,low,1381.25
2025-03-18,Wheat,South,Winter,1.13,low,excellent,recession,54.38,47.3,17.09,20.64,80.69,173,low,medium,175.14
2024-02-26,Tea,Northeast,Autumn,7.64,low,poor,recession,74.99,86.38,18.03,59.94,1024.93,96,high,medium,2251.74
2024-08-31,Soybean,North,Spring,5.52,high,normal,recession,33.81,51.9,16.31,45.35,241.15,106,low,medium,762.5
2021-11-27,Rice,Central,Spring,3.36,low,excellent,stable,64.57,65.08,33.31,47.27,208.21,165,medium,high,241.97
2021-09-19,Sugarcane,North,Winter,1.98,high,poor,stable,81.42,49.88,60.68,81.86,37.19,40,medium,low,170.71
2021-08-04,Wheat,North,Autumn,4.17,medium,poor,recession,45.4,66.35,22.88,75.34,163.92,174,medium,low,639.86
2023-07-24,Potato,South,Summer,4.9,low,poor,recession,36.16,71.26,44.08,55.65,217.05,134,medium,low,369.7
2022-06-11,Maize,Southeast,Spring,6.41,high,normal,stable,62.11,51.31,41.25,44.55,75.16,108,high,low,168.32
2020-05-31,Soybean,East,Summer,7.8,low,normal,recession,57.34,89.84,23.1,65.96,358.82,55,medium,medium,294.0
2024-10-29,Maize,West,Summer,5.48,medium,normal,stable,57.14,60.92,69.19,85.74,105.39,131,high,medium,259.2
2020-06-17,Maize,Northwest,Spring,7.97,high,normal,stable,51.21,67.18,55.99,30.79,140.66,48,low,medium,183.79
2024-04-21,Barley,Northeast,Winter,3.89,high,normal,growth,60.02,68.57,38.73,42.76,126.11,34,high,medium,354.92
2021-11-26,Tea,Central,Spring,1.76,medium,excellent,stable,80.68,54.7,15.79,75.3,929.44,150,high,high,3766.21
2025-01-22,Coffee,West,Winter,5.2,high,poor,growth,72.16,41.47,19.19,27.97,1991.66,107,high,high,4789.12
2021-05-22,Coffee,Northeast,Winter,3.35,low,poor,recession,68.92,57.46,28.99,24.0,1729.82,43,low,medium,2361.42
2025-05-18,Rice,North,Autumn,7.22,high,poor,recession,42.36,33.8,18.3,49.0,179.87,96,medium,high,479.31
2025-10-30,Rice,West,Summer,2.43,low,poor,recession,34.02,69.48,50.08,77.85,180.46,164,medium,low,577.39
2025-03-01,Tea,Central,Summer,1.95,low,normal,growth,51.61,76.72,26.92,37.85,1121.38,64,high,medium,4264.18
2024-09-23,Barley,Northwest,Spring,6.37,low,normal,recession,65.04,74.97,70.23,42.29,166.51,148,medium,low,79.98
2020-05-10,Cotton,South,Spring,7.29,low,excellent,recession,62.83,71.07,38.77,65.86,1034.06,48,medium,medium,540.0
2020-12-09,Soybean,North,Summer,5.56,high,excellent,stable,87.4,42.09,37.48,76.4,162.68,132,low,low,483.49
2025-01-01,Tomato,Southwest,Spring,7.96,medium,excellent,recession,70.69,84.65,68.66,74.4,63.29,100,low,high,108.25
2020-12-14,Rice,South,Autumn,7.1,high,excellent,recession,70.82,36.42,35.17,24.85,268.0,47,high,high,156.61
2020-03-05,Maize,North,Winter,3.93,low,normal,stable,44.06,61.06,12.94,38.01,77.53,46,high,medium,173.0
2025-02-23,Rice,Southeast,Winter,5.09,high,normal,growth,60.18,69.55,29.54,28.45,136.29,50,medium,low,669.83
2025-07-04,Coffee,Northeast,Winter,2.35,high,normal,stable,58.97,44.16,40.38,22.05,1534.44,164,low,low,2101.87
2020-10-18,Barley,Central,Summer,3.01,low,normal,recession,32.42,36.39,73.87,69.8,171.43,77,high,low,105.24
2023-02-14,Soybean,West,Summer,4.08,high,excellent,growth,82.74,78.99,71.25,22.74,281.82,69,low,low,479.07
2022-04-19,Coffee,Southeast,Summer,4.53,medium,excellent,stable,77.76,88.08,68.02,80.93,1354.88,72,medium,low,3123.3
2025-09-24,Potato,South,Summer,5.83,high,poor,stable,54.93,51.62,72.67,83.36,192.33,111,low,medium,772.12
2020-02-01,Potato,West,Spring,4.04,high,normal,growth,79.26,53.88,12.8,44.73,149.73,64,high,medium,504.86
2025-08-17,Barley,Southeast,Autumn,2.08,high,poor,recession,50.65,86.07,70.1,51.21,144.09,72,high,medium,471.35
2023-08-05,Soybean,North,Winter,4.33,high,normal,growth,73.35,68.64,26.29,78.43,263.74,127,high,medium,1130.46
2021-11-13,Cotton,South,Winter,6.49,low,normal,growth,35.64,66.92,30.43,80.26,1394.56,157,high,medium,1797.11
2023-09-14,Maize,South,Summer,1.72,low,excellent,stable,81.45,37.47,23.65,37.61,132.78,113,high,medium,128.16
2023-02-17,Soybean,Central,Spring,3.05,medium,excellent,recession,65.77,64.32,38.16,57.76,161.59,31,low,low,282.91
2024-12-20,Coffee,North,Summer,7.16,high,poor,stable,61.12,66.84,28.01,35.56,1363.38,33,low,low,3879.77
2023-04-07,Maize,East,Summer,2.87,medium,poor,stable,55.39,56.41,28.96,40.42,157.29,99,medium,medium,408.6
2022-08-29,Sugarcane,West,Spring,1.32,high,excellent,recession,30.12,61.15,67.88,62.76,30.47,126,medium,high,88.34
